港澳频道,#genre#
TVB翡翠剧集,http://iptv.4666888.xyz/iptv2A.php?id=33
TVB黄金华剧,http://iptv.4666888.xyz/iptv2A.php?id=34
采昌影剧台,https://t.freetv.fun/live/cai-chang-ying-ju-1.php
靖天电影台,http://iptv.4666888.xyz/iptv2A.php?id=56
靖天戏剧台,https://t.freetv.fun/live/jing-tian-xi-ju-1.php
靖洋戏剧台,https://t.freetv.fun/live/jing-yang-xi-ju-1.php
龙华电影台,http://iptv.4666888.xyz/iptv2A.php?id=45
美亚电影台,http://iptv.4666888.xyz/iptv2A.php?id=30
纬来电影台,http://iptv.4666888.xyz/iptv2A.php?id=54
影迷数位电影台,https://t.freetv.fun/live/ying-mi-shu-wei-dian-ying.php
TVB翡翠马来,http://iptv.4666888.xyz/iptv2A.php?id=28
TVB奖门人,http://iptv.4666888.xyz/iptv2A.php?id=31
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
东森,https://t.freetv.fun/live/dong-sen-mei-zhou-1-1.m3u8
东森,https://t.freetv.fun/live/dong-sen-mei-zhou-1.m3u8
翡翠台,http://r.jdshipin.com/62WM7
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
凤凰中文,https://stream1.freetv.fun/2b657a181daa345025199e7d6b8de95a1a87b19abceafbd16e2499a49da33c6f.m3u8
凤凰中文,https://stream1.freetv.fun/4e695e885cc20b20b7e3ec874fe52ed75e27443778c8ff29e498c4c9d7cec4a0.m3u8
凤凰资讯台,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.m3u8
华视,https://t.freetv.fun/live/hua-shi-3.php
寰宇财经,https://t.freetv.fun/live/huan-yu-cai-jing.php
靖天卡通台,https://t.freetv.fun/live/jing-tian-qia-tong.php
靖天日本台,https://t.freetv.fun/live/jing-tian-ri-ben.php
靖天育乐,https://t.freetv.fun/live/jing-tian-yu-le.php
靖天资讯台,https://t.freetv.fun/live/jing-tian-zi-xun.php
靖天综合台,https://t.freetv.fun/live/jing-tian-zong-he.php
龙华洋片,http://iptv.4666888.xyz/iptv2A.php?id=60
民视,http://37.27.111.214:8080/live/6/hls.m3u8
民视,http://iptv.4666888.xyz/iptv2A.php?id=55
民视第一台,http://37.27.111.214:8080/live/4/hls.m3u8
民视第一台,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv003
民视台湾台,http://37.27.111.214:8080/live/5/hls.m3u8
台视,https://t.freetv.fun/live/tai-shi.php
台视财经,https://t.freetv.fun/live/tai-shi-cai-jing-1.php
中视,http://37.27.111.214:8080/live/7/hls.m3u8
中视,https://t.freetv.fun/live/zhong-shi-1.php
